comment,label
youtube#comment,99651,41246,14068,2200432,Hii🖐🖐❤❤,1043645,0,2021-11-07 02:38:03+00:00,2021-11-07 02:38:03+00:00
youtube#comment,4245941,37371,66312,1496421,nah the song 💀,,1,2022-09-01 23:49:40+00:00,2022-09-01 23:49:40+00:00
youtube#comment,3160953,23270,44897,304659,🫠😒😶,,0,2024-05-04 01:43:38+00:00,2024-05-04 01:43:38+00:00
youtube#comment,1396152,26428,14688,3638600,😂😂😂😂,,0,2024-06-01 18:33:29+00:00,2024-06-01 18:33:29+00:00
youtube#comment,4603764,12966,37507,3483195,7 hours ?!?!,,0,2023-02-19 19:42:47+00:00,2023-02-19 19:42:47+00:00
youtube#comment,3410880,7912,13263,1479138,Looking like parvathy,,1,2022-09-10 05:41:30+00:00,2022-09-10 05:41:30+00:00
youtube#comment,468865,43156,38104,916835,Thanks but I don’t want to grow hair ❤,3297655,1,2025-03-31 20:39:50+00:00,2025-03-31 20:39:50+00:00
youtube#comment,1744974,45135,21883,3119514,So guys be Carefull before u choose a girl😆,,0,2021-07-25 08:09:12+00:00,2021-07-25 08:09:12+00:00
youtube#comment,1463682,4517,91577,2734338,"Great topic, that's right if you have not boundaries you putting yourself in position to be treat from others as a door mat ... Value yourself and say clear no if something doesn't work for you 👍",,1,2022-04-24 11:21:31+00:00,2022-04-24 11:21:31+00:00
youtube#comment,1695551,53161,16364,855075,"Your mom  ain’t no 50 she looks so young Korean skincare can change you a lot !❤
Your a beautiful person 😍😍😍😍😍😍❤️❤️😍❤️❤️😍❤️❤️😍❤️😍 my nick namee is Emmy two❤",,0,2025-06-03 22:47:38+00:00,2025-06-03 22:47:38+00:00
youtube#comment,3887294,8177,63331,2345557,😰😰😰😰😰😰😰,,0,2022-07-09 01:39:00+00:00,2022-07-09 01:39:00+00:00
youtube#comment,1367300,33476,47096,1426815,100000000/100000000❤❤❤❤❤❤❤❤❤❤❤❤❤❤😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,,0,2024-03-28 11:26:24+00:00,2024-03-28 11:26:24+00:00
youtube#comment,2117499,33069,36229,3410203,🧡🧡🧡🧡🧡🧡🧡💕💕💕💕💗💖🧡😊😊😊,,0,2025-01-03 05:02:07+00:00,2025-01-03 05:02:07+00:00
youtube#comment,2515214,50201,53793,3120601,😮😮😮😮😮😮😮😮❤❤❤❤❤❤❤❤,,0,2024-07-06 05:26:39+00:00,2024-07-06 05:26:39+00:00youtube#comment,3463078,23845,84473,206170,"Girls heres sum food ;3





🍟🍟🍟= 2.99

🍕🍕🍕=2.99

🍔🍔🍔= 2.99

 🍿🍿🍿=3.00

🍬🍬🍬=3.25

👨👨👨=free",,0,2025-03-23 15:04:08+00:00,2025-03-23 15:04:08+00:00
youtube#comment,809127,19657,84290,1967455,💜💜💜💜💜💜💜💜💜💜💜💜💜💜,,0,2022-12-31 10:44:43+00:00,2022-12-31 10:44:43+00:00
youtube#comment,3109664,18073,76480,2964674,Indian🌹🌹🌹💐💐💐💕💕💕💕💕😊😊,,0,2022-10-06 02:21:20+00:00,2022-10-06 02:21:20+00:00
youtube#comment,4681873,41246,7548,178069,😋😋😋😋😋😋😋😁😁😁😂😂😂😂😂😂😂😏😏😏😏,,0,2021-11-05 06:56:38+00:00,2021-11-05 06:56:38+00:00
youtube#comment,3915285,29158,58985,2212615,🐽 pig jesa muh kyo banate hai log kya kya shock hote hai logo ko😂😂,,0,2022-11-30 19:07:04+00:00,2022-11-30 19:07:04+00:00
