kind,commentId,channelId,videoId,authorId,textOriginal,parentCommentId,likeCount,publishedAt,updatedAt
youtube#comment,783564,50272,66924,2437346,"Taglio ""come acquistare gli anni""al posto di perderli!😅",,0,2023-06-13 14:58:23+00:00,2023-06-13 14:58:23+00:00
youtube#comment,1589586,9690,71370,345333,So cuteeeeee❤,,0,2023-09-27 20:30:36+00:00,2023-09-27 20:30:36+00:00
youtube#comment,1557189,53360,80360,410876,Teletubbie,,0,2024-07-22 10:51:15+00:00,2024-07-22 10:51:15+00:00
youtube#comment,2736927,17582,18596,2169672,terrible for the hairline,,0,2023-02-01 22:17:38+00:00,2023-02-01 22:17:38+00:00
youtube#comment,4605799,9059,15787,1946167,I'm a ginger ig this doesn't apply to me 💀💀💀💀,,0,2025-03-06 04:54:22+00:00,2025-03-06 04:54:22+00:00
youtube#comment,1781725,18073,11017,2824134,Indian super,,0,2023-01-17 08:59:37+00:00,2023-01-17 08:59:37+00:00
youtube#comment,2645535,19657,88139,3415783,❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,0,2023-03-03 15:33:50+00:00,2023-03-03 15:33:50+00:00
youtube#comment,888297,41246,18969,2698117,I like your all vedios and your makeup,,0,2021-08-23 08:18:16+00:00,2021-08-23 08:18:16+00:00
youtube#comment,3902086,14561,13287,1045683,I hate your videos you always say it's about lollipops😂,,0,2023-07-13 12:53:41+00:00,2023-07-13 12:53:41+00:00
youtube#comment,102498,18073,42340,2575009,Love u❤️❤️,546184.0,1,2022-03-09 18:17:00+00:00,2022-03-09 18:17:00+00:00
youtube#comment,832514,45729,55925,1244101,I swear you're the most beautiful girl I've ever seen but I got to be loyal to my mother so,,0,2023-05-22 15:58:16+00:00,2023-05-22 15:58:16+00:00
youtube#comment,87579,15536,82053,894013,You’re welcome 😊,3440022.0,0,2021-09-11 08:54:14+00:00,2021-09-11 08:54:14+00:00
youtube#comment,1012091,3865,66014,92403,Proud African American right here💗🫶🏽🫶🏽🫶🏽🫶🏽,,0,2025-05-08 01:10:09+00:00,2025-05-08 01:10:09+00:00
youtube#comment,2720876,2153,76054,554797,😢 why is makeup in your hair,,0,2024-11-25 00:15:17+00:00,2024-11-25 00:15:17+00:00
youtube#comment,1894801,53161,20258,2252976,"Someone: ur sister is so beautiful
She : thanks but itz my mother 😅😅",,1,2023-12-11 01:37:36+00:00,2023-12-11 01:37:36+00:00
youtube#comment,270594,19550,14405,1198778,Thank you! 😊,3477720.0,1,2023-08-17 06:47:46+00:00,2023-08-17 06:47:46+00:00
youtube#comment,837772,25378,29944,2788424,Naturally more beautiful,,2,2025-06-07 17:38:14+00:00,2025-06-07 17:38:14+00:00
youtube#comment,2004333,22013,48712,2682542,"""men love pterodactyls"" *inserts fire alarm that jumpscared me outta my damn seat*





EDIT: Im a year late to this but who gives a shit anyways thanks for the 0 likes. Could care less if you liked or not, thats all your decision not mine. So have a great day!",,0,2024-05-28 00:58:18+00:00,2024-05-28 00:58:18+00:00
youtube#comment,4112021,22013,34574,2485565,🦋🎀🌸🌹do ir pls,,0,2024-10-19 12:16:01+00:00,2024-10-19 12:16:01+00:00
youtube#comment,2725298,45135,21883,2878512,Mera bhi make over kardo,,0,2020-12-29 10:01:44+00:00,2020-12-29 10:01:44+00:00
youtube#comment,2455103,16357,85551,3064989,Can people stop hiding ther beauty,,0,2025-06-03 16:12:33+00:00,2025-06-03 16:12:33+00:00
youtube#comment,1638319,27473,6286,495571,Cups,,0,2023-12-17 22:21:50+00:00,2023-12-17 22:21:50+00:00
youtube#comment,3605607,39822,48405,2362193,"Praise God for His beautiful creation. Let’s all Love the Lord our creator with all our hearts, souls & minds. Matthew 22:37-40. God bless.",,0,2023-11-10 14:36:45+00:00,2023-11-10 14:36:45+00:00
youtube#comment,239368,51284,48859,841260,👥👥👥👥👥👥👥👥 (AMEN!!!!!!),2623890.0,1,2023-06-17 02:37:55+00:00,2023-06-17 02:37:55+00:00
youtube#comment,2917762,49763,16769,1802146,You look like the girl from the brave,,0,2024-09-09 12:08:08+00:00,2024-09-09 12:08:08+00:00
youtube#comment,3957190,32921,52362,1618848,UR SO CUTE AND PRETTY ❤❤,,0,2024-10-23 13:11:08+00:00,2024-10-23 13:11:08+00:00
youtube#comment,3132616,14429,69445,884494,God loves you all,,1,2023-08-06 02:43:18+00:00,2023-08-06 02:43:18+00:00
youtube#comment,1899484,16722,86361,839537,What A Glowing Skin😮,,0,2025-05-11 15:02:46+00:00,2025-05-11 15:02:46+00:00
youtube#comment,3620479,6653,10237,69084,Rang to gora kr liya pr muh ka dhancha kon sahi bnaega,,0,2024-03-03 01:40:45+00:00,2024-03-03 01:40:45+00:00
youtube#comment,2737906,22459,83843,1418753,plz ap koi video bina lenses laga k bnaye mujy muqadas ki real eye balls dekhni hyn plzzzzzzzzzzzzzz,,2,2020-10-23 11:17:25+00:00,2020-10-23 11:17:25+00:00
youtube#comment,3333565,18073,76480,2782879,India,,0,2022-10-05 06:55:30+00:00,2022-10-05 06:55:30+00:00
youtube#comment,1582369,8105,62434,2008100,Daaaaaamnn thooooo,,0,2024-07-28 15:43:59+00:00,2024-07-28 15:43:59+00:00
youtube#comment,4482497,14530,9944,2862983,"Those brows,,,, what is dis hunni",,0,2023-06-09 07:46:40+00:00,2023-06-09 07:46:40+00:00
youtube#comment,2022705,42555,58630,1633861,Nice!,,3,2020-01-13 12:58:31+00:00,2020-01-13 12:58:31+00:00
youtube#comment,2327044,11340,1661,2209353,I want to try the naturium sun screen,,3,2022-08-02 05:51:27+00:00,2022-08-02 05:51:27+00:00
youtube#comment,2473996,29048,10902,2421188,Umm how old are you because you talk like a kid 😂😂🤣🤣🤣😂😂,,0,2023-02-05 09:39:28+00:00,2023-02-05 09:39:28+00:00
youtube#comment,3248038,12513,41135,2318842,you both are so pretty even without makeup,,0,2020-03-23 17:11:06+00:00,2020-03-23 17:11:06+00:00
youtube#comment,3913937,53183,21710,671779,Every girl is gorgeous even without makeup,,0,2022-03-12 12:06:22+00:00,2022-03-12 12:06:22+00:00
youtube#comment,1031202,38534,45979,3479313,Wow tu a réussi je suis trop contente 🥰🥰,,2,2023-01-29 09:37:29+00:00,2023-01-29 09:37:29+00:00
youtube#comment,646445,53161,26232,299376,Ngl you look like jisoo from black pink,,0,2025-05-28 14:38:35+00:00,2025-05-28 14:38:35+00:00
youtube#comment,1812827,17059,2100,3164607,সাদা,,0,2023-06-10 02:32:49+00:00,2023-06-10 02:32:49+00:00
youtube#comment,245748,6926,32656,101806,Looks*,1028884.0,0,2023-07-04 18:47:00+00:00,2023-07-04 18:47:00+00:00
youtube#comment,3418237,18073,16282,3008391,Hindu❤❤❤❤❤,,0,2023-08-01 08:10:26+00:00,2023-08-01 08:10:26+00:00
youtube#comment,960041,11003,36512,1956727,Your hair is too beautiful to be real,,0,2024-06-05 11:19:56+00:00,2024-06-05 11:19:56+00:00
youtube#comment,1013630,19657,88139,2955766,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,,0,2023-09-17 08:31:20+00:00,2023-09-17 08:31:20+00:00
youtube#comment,2415121,25589,55959,2132267,She’s so pretty! And prettier without makeup,,0,2023-01-15 05:07:30+00:00,2023-01-15 05:07:30+00:00
youtube#comment,4698829,5191,49276,365200,Poland 🇵🇱?,,0,2025-05-04 09:23:02+00:00,2025-05-04 09:23:02+00:00
youtube#comment,33169,34126,65919,287102,Oud Satin Mood 😍,1807159.0,2,2020-12-11 22:47:11+00:00,2020-12-11 22:47:11+00:00
youtube#comment,3396487,43757,81550,2633992,I like your new hair colour 🤩😍 but the previous hair is th best that I like,,0,2020-09-21 07:37:02+00:00,2020-09-21 07:37:02+00:00
youtube#comment,2898649,20114,64178,2879586,I really liked your brows,,0,2023-03-10 04:08:40+00:00,2023-03-10 04:08:40+00:00
youtube#comment,3734303,21889,4549,3317190,Good work kalyani.. keep it up doing such art.. 👍 put efforts. 👍,,2,2022-02-02 05:43:03+00:00,2022-02-02 05:43:03+00:00
youtube#comment,1826958,43385,28916,1573277,Nice,,0,2024-09-16 15:59:15+00:00,2024-09-16 15:59:15+00:00
youtube#comment,3590300,10895,39524,2141349,💀,,0,2023-05-30 20:55:53+00:00,2023-05-30 20:55:53+00:00
youtube#comment,1263952,10895,39524,617363,Some people don't realize that a diet just not that easy like bro,,0,2023-06-09 07:13:54+00:00,2023-06-09 07:13:54+00:00
youtube#comment,3338715,47648,75149,2797788,all your videos needs part two which you never do 😑😒🤬,,0,2023-06-23 12:03:42+00:00,2023-06-23 12:03:42+00:00
youtube#comment,4511226,14509,22478,2032448,"I love the honey lowlights! Or is it more of a strawberry blonde? Either way, it's very beautiful on you. I love going warmer for the fall and winter.",,0,2024-11-16 00:32:04+00:00,2024-11-16 00:32:04+00:00
youtube#comment,4038439,18267,28057,2663648,model looks like twiggy,,0,2024-12-11 09:52:18+00:00,2024-12-11 09:52:18+00:00
youtube#comment,3934410,41246,38574,2246385,Indian makeup,,0,2021-09-15 15:23:10+00:00,2021-09-15 15:23:10+00:00
youtube#comment,3658314,23613,70408,2932444,Goodluck Helwa,,0,2020-10-02 22:05:40+00:00,2020-10-02 22:05:40+00:00
youtube#comment,905064,29177,37669,863793,1and4❤,,0,2025-05-07 09:57:59+00:00,2025-05-07 09:57:59+00:00
youtube#comment,2249287,12513,41135,2146774,Her face shape is BEAUTIFUL! 😍😍😍,,0,2020-01-24 15:52:24+00:00,2020-01-24 15:52:24+00:00
youtube#comment,3521827,41313,12401,2582718,Sofia and Tina is me,,0,2025-06-23 14:33:39+00:00,2025-06-23 14:33:39+00:00
youtube#comment,1843514,30386,72777,1705126,"All I can imagine is that number two said ""make me look like my mother, here's a picture"" and number five must have said ""I would really like a blow to my self-esteem, I am masochistic. Do your worst."" And I absolutely LOATHED what they did to number 12's color, they made her look cheap.😠",,1,2024-11-05 08:04:21+00:00,2024-11-05 08:04:21+00:00
youtube#comment,2676971,526,28987,1158401,ماشاءاللہ ماشاءاللہ,,0,2023-11-16 15:41:52+00:00,2023-11-16 15:41:52+00:00
youtube#comment,2602044,33332,22024,987148,"हद्द है....1 female ही दूसरी female में कमियां निकाल रही है,सुधार पहले खुद से शुरू करना होगा",,0,2021-02-27 11:51:00+00:00,2021-02-27 11:51:00+00:00
youtube#comment,14651,36275,42401,1969305,😍😍,3951378.0,0,2020-07-30 14:44:48+00:00,2020-07-30 14:44:48+00:00
youtube#comment,3314781,14927,16266,275363,"Truly a super lady. How composed, confident, intellectual, sincere,  and accomplished. One of your best interview Sir. Please invite her again and again. So, we can learn something about our socio economic issues and their solutions. We love your work Ms Sania Nishtar, and love to see you helping deprived communities  again and again.",,11,2023-03-03 21:34:56+00:00,2023-03-03 21:34:56+00:00
youtube#comment,3906295,11003,28238,817432,The Short hair looks good on you,,0,2024-03-05 22:22:17+00:00,2024-03-05 22:22:17+00:00
youtube#comment,2952480,32897,176,1870839,🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,,0,2023-12-13 15:54:27+00:00,2023-12-13 15:54:27+00:00
youtube#comment,4616075,48780,61512,2090336,Overacting ke million rupees Kat lo,,1,2021-07-04 03:30:04+00:00,2021-07-04 03:30:04+00:00
youtube#comment,915930,21411,74898,3536554,She's cute 💞,,0,2022-05-14 18:27:07+00:00,2022-05-14 18:27:07+00:00
youtube#comment,4616470,9453,42786,3153706,Are you using Dyson?,,0,2025-04-26 04:21:00+00:00,2025-04-26 04:21:00+00:00
youtube#comment,4317468,18073,76480,2350288,Pakistan,,0,2022-10-06 01:39:39+00:00,2022-10-06 01:39:39+00:00
youtube#comment,3578075,14401,62671,631528,❤❤❤,,0,2023-08-15 03:43:40+00:00,2023-08-15 03:43:40+00:00
youtube#comment,2349016,18073,23997,2317410,Happy. Girl❤❤❤🎉🎉🎉,,0,2024-03-30 15:09:15+00:00,2024-03-30 15:09:15+00:00
youtube#comment,2596359,14492,50379,379196,She is beautiful gorgeous,,0,2023-12-16 22:48:59+00:00,2023-12-16 22:48:59+00:00
youtube#comment,2331985,40618,48799,2379281,“Hot boy” nah bro I’m out 😭,,1,2022-09-20 01:25:50+00:00,2022-09-20 01:25:50+00:00
youtube#comment,3389582,43156,87968,2569085,𝓨𝓪𝓼 𝓺𝔀𝓮𝓮𝓷 𝓷𝓲𝓬𝓮 𝓱𝓪𝓲𝓻 𝓫𝓽𝔀,,1,2025-01-25 22:10:21+00:00,2025-01-25 22:10:21+00:00
youtube#comment,3800801,18073,16282,856238,Muslim I love love❤❤❤❤❤❤❤,,0,2023-11-23 08:06:19+00:00,2023-11-23 08:06:19+00:00
youtube#comment,934283,47648,75149,1513255,Part 2,,0,2023-04-28 06:51:50+00:00,2023-04-28 06:51:50+00:00
youtube#comment,3768805,45729,58551,145805,Bald ist yours❤,,0,2025-06-04 16:32:53+00:00,2025-06-04 16:32:53+00:00
youtube#comment,1724288,805,18615,1486524,"Burh why he is so ugly
LoL",,1,2023-02-26 10:43:08+00:00,2023-02-26 10:43:08+00:00
youtube#comment,4588967,37371,59889,622235,Super model type of gorgeous,,1,2022-11-09 17:00:06+00:00,2022-11-09 17:00:06+00:00
youtube#comment,4619631,18073,16282,3564969,Muslim Muslim Muslim,,0,2024-05-25 13:43:14+00:00,2024-05-25 13:43:14+00:00
youtube#comment,4197170,33748,84982,2116933,2000,,0,2024-10-29 21:58:37+00:00,2024-10-29 21:58:37+00:00
youtube#comment,418818,30386,46596,2407767,"You have to remember these are some of the best hairdressers  around. They are TOP stylists. They're not your average stylist in a suburb. You can tell by the way they look, by the way they handle the hair and the way they cut and colour. They're artists.",3597364.0,12,2024-12-05 10:11:42+00:00,2024-12-05 10:11:42+00:00
youtube#comment,1726637,38534,38747,1334522,Personne ne peut te battre❤❤❤❤,,0,2024-07-30 16:26:19+00:00,2024-07-30 16:26:19+00:00
youtube#comment,632159,17085,90938,2085226,He identifies as a kitty 🐱,,0,2023-08-16 06:09:15+00:00,2023-08-16 06:09:15+00:00
youtube#comment,760927,10049,75992,469490,First time mujhe koi makeup video itna pasand aaya h v nice 👍❤,,0,2023-08-03 03:20:04+00:00,2023-08-03 03:20:04+00:00
youtube#comment,4361432,15563,49289,2546390,"Her:Let's ruin my hair 








Me:How dare you it's more beautiful than flowers actually it reminds me of flowers instead",,0,2022-05-12 15:04:07+00:00,2022-05-12 15:04:07+00:00
youtube#comment,4267957,14495,14402,1902397,so hot mammy,,0,2023-12-13 11:32:54+00:00,2023-12-13 11:32:54+00:00
youtube#comment,1921482,18073,16383,1394182,Desi,,0,2023-03-13 09:30:56+00:00,2023-03-13 09:30:56+00:00
youtube#comment,1733044,42003,7820,548524,That is not true because I have pin staright hair and it gets so knotty,,0,2024-08-18 18:38:32+00:00,2024-08-18 18:38:32+00:00
youtube#comment,4200768,6926,32656,400598,1990,,0,2023-07-11 23:20:42+00:00,2023-07-11 23:20:42+00:00
youtube#comment,2824773,16475,13970,1594823,PLS KASSIE MAKEUP JENNA ORTEGA 🥺❤️❤️,,0,2023-02-05 17:47:34+00:00,2023-02-05 17:47:34+00:00
youtube#comment,4523111,6926,32656,2783899,"60s ,80s, and 2020",,0,2023-07-03 09:08:17+00:00,2023-07-03 09:08:17+00:00
youtube#comment,1131703,43942,85079,3063758,Bro gi video yengdaba kuire ngcdi like namthoke,,0,2021-07-16 14:34:25+00:00,2021-07-16 14:34:25+00:00
youtube#comment,1820693,39232,14021,2803840,Didi dekho eyelashes ya makeup se kuchh nahin hota Insan actually mein Sundar hota hai like you ❤️,,0,2025-04-11 09:07:15+00:00,2025-04-11 09:07:15+00:00
youtube#comment,2247287,14492,5058,626006,bro this is nice,,0,2023-07-09 13:32:55+00:00,2023-07-09 13:32:55+00:00
youtube#comment,2190727,17352,40692,2942659,Bina mekeup ke aap bhutni lagte ho,,0,2023-08-13 08:19:13+00:00,2023-08-13 08:19:13+00:00
youtube#comment,1742147,43757,81550,1616590,You are looking so beautiful di 😄😄😄😙😎,,1,2020-09-19 09:34:03+00:00,2020-09-19 09:34:03+00:00
youtube#comment,62536,23308,44934,167362,Ikr i'm so happy LM got recognized even more😭😭❤,4610058.0,0,2021-06-20 13:18:37+00:00,2021-06-20 13:18:37+00:00
youtube#comment,4124879,33476,78461,326461,❤❤❤❤❤❤❤❤❤,,0,2024-04-02 08:32:28+00:00,2024-04-02 08:32:28+00:00
youtube#comment,3500825,51609,75528,3133251,You’re videos are so helpful. Thanks for making them❤️❤️,,0,2025-04-21 11:39:51+00:00,2025-04-21 11:39:51+00:00
youtube#comment,625296,43156,87968,75489,How do you achieve that slick back? 🧐,,684,2025-01-28 09:03:05+00:00,2025-01-28 09:03:05+00:00
youtube#comment,2977342,16876,18101,2802354,😂😂😂,,0,2024-06-03 16:15:36+00:00,2024-06-03 16:15:36+00:00
youtube#comment,3701,49106,55566,3377403,Thanks,2676992.0,0,2020-02-25 12:19:42+00:00,2020-02-25 12:19:42+00:00
youtube#comment,1416792,5203,28217,2904429,Nice 👍👍👍👍,,0,2022-07-31 05:54:26+00:00,2022-07-31 05:54:26+00:00
youtube#comment,1755800,47547,18811,69629,Ur gorgeous thank u for this video I’m always insecure about my makeup 🥹🥲,,0,2024-09-06 07:12:12+00:00,2024-09-06 07:12:12+00:00
youtube#comment,3066607,29048,14019,2205538,nice try to be cute by changing your voice,,0,2022-07-03 13:08:18+00:00,2022-07-03 13:08:18+00:00
youtube#comment,1999706,29048,32958,1174559,She looks like the doll whos hair i cut off as a child,,1,2024-12-11 20:39:27+00:00,2024-12-11 20:39:27+00:00
youtube#comment,3295321,45135,21883,2943756,Nice make up look,,0,2021-03-15 15:18:59+00:00,2021-03-15 15:18:59+00:00
youtube#comment,881570,22013,64362,281635,You need to go on a makeup challenge show ✨✨🙏 ur so good😊,,0,2024-03-29 13:27:17+00:00,2024-03-29 13:27:17+00:00
youtube#comment,4245929,21411,68637,1159306,Yassss you SLAYED ❤❤❤,,0,2024-09-14 06:05:37+00:00,2024-09-14 06:05:37+00:00
youtube#comment,3825691,19657,85280,2657219,💜💜💜💜💜💜💜💜💜💜💜,,0,2023-12-17 18:05:06+00:00,2023-12-17 18:05:06+00:00
youtube#comment,3732183,29158,60609,2644164,W blush is my favourite 🤗🤗,,0,2023-03-08 10:39:59+00:00,2023-03-08 10:39:59+00:00
youtube#comment,278005,17911,85153,6052,True. They WILL make it easier to brush and comb . At least some conditioner would. Sounds weird but I see actual professional hairdressers do this while styling wigs.,714813.0,1,2023-10-06 22:14:22+00:00,2023-10-06 22:14:22+00:00
youtube#comment,2987756,17582,18596,2459748,Нельзя было сразу так сделать что ли?)),,0,2023-01-22 20:21:55+00:00,2023-01-22 20:21:55+00:00
youtube#comment,3526288,36207,46608,1318063,Will it grow back?,,0,2023-07-23 23:35:23+00:00,2023-07-23 23:35:23+00:00
youtube#comment,1309371,17059,2100,2999522,🌸🌸🌷,,0,2023-08-11 08:44:56+00:00,2023-08-11 08:44:56+00:00
youtube#comment,240023,11075,20515,3092767,Sahi kaha,2894878.0,0,2023-06-20 09:36:42+00:00,2023-06-20 09:36:42+00:00
youtube#comment,4560713,50201,53793,2604835,OMG,,0,2024-04-02 02:06:02+00:00,2024-04-02 02:06:02+00:00
youtube#comment,1342397,10438,30765,401810,my name was is also fiona,,0,2023-06-30 22:42:16+00:00,2023-06-30 22:42:16+00:00
youtube#comment,4676711,6817,48921,3128257,How old are you 😊😊,,1,2025-02-13 15:18:10+00:00,2025-02-13 15:18:10+00:00
youtube#comment,1213172,33937,52031,2634396,you looking very beautiful ❤️,,0,2023-08-24 08:53:50+00:00,2023-08-24 08:53:49+00:00
youtube#comment,1297210,2576,45519,2845588,Eu asusito avatar,,0,2024-04-19 15:51:31+00:00,2024-04-19 15:51:31+00:00
youtube#comment,2881799,29048,88850,2451336,Deni you zonterapi need makeup,,0,2023-09-10 11:51:57+00:00,2023-09-10 11:51:57+00:00
youtube#comment,878600,29092,18882,2206291,Love your tutorial and how you apply makeup the correct way. Can you list the brand and colors you use?,,0,2021-02-07 15:35:29+00:00,2021-02-07 15:35:29+00:00
youtube#comment,1568347,51191,87382,894486,it will grow back up,,0,2024-08-26 01:24:34+00:00,2024-08-26 01:24:34+00:00
youtube#comment,3741410,14429,69445,1689037,Men really don’t give a shit,,0,2023-10-04 02:37:05+00:00,2023-10-04 02:37:05+00:00
youtube#comment,812718,45988,17008,953118,Your looking is so cute ❤,,0,2023-09-24 08:47:44+00:00,2023-09-24 08:47:44+00:00
youtube#comment,3868881,48385,26245,1204758,This video randomly popped up and I m glad it did,,0,2025-06-07 00:28:35+00:00,2025-06-07 00:28:35+00:00
youtube#comment,3985618,39164,32179,2290192,Super 😍,,0,2024-09-08 13:04:46+00:00,2024-09-08 13:04:46+00:00
youtube#comment,2003167,37371,5214,1210600,Me As a black subsahariana African carefully watching and taking notes 😂😂😂😂,,0,2023-07-25 02:53:08+00:00,2023-07-25 02:53:08+00:00
youtube#comment,2429883,17352,22196,2869684,New subscribe 🎉🎉🎉so beautiful ❤❤❤,,0,2024-11-04 13:57:47+00:00,2024-11-04 13:57:47+00:00
youtube#comment,3535172,45729,52456,490388,Bud I am still breaking up with you,,0,2025-03-22 01:15:27+00:00,2025-03-22 01:15:27+00:00
youtube#comment,3831112,17352,86227,1588096,💋💋,,0,2022-08-20 12:30:13+00:00,2022-08-20 12:30:13+00:00
youtube#comment,130357,45150,44543,3399022,@@MaryJBlack you're very welcome 💜💜💜,2637119.0,0,2022-04-24 21:35:37+00:00,2022-04-24 21:35:37+00:00
youtube#comment,4187116,53455,77323,1212878,Indian makeup is best 👏🏻👏🏻👏🏻👏🏻👏🏻❤️❤️❤️❤️,,1,2021-11-14 08:34:57+00:00,2021-11-14 08:34:57+00:00
youtube#comment,3393168,39022,2947,2003504,my whole life has been the “only asked for a trim” phase. i stopped trusting ppl and started to cut my own hair instead 😭,,0,2024-11-08 15:12:53+00:00,2024-11-08 15:12:53+00:00
youtube#comment,403886,52203,75060,747310,💕,531458.0,0,2024-09-25 09:36:21+00:00,2024-09-25 09:36:21+00:00
youtube#comment,4509135,6926,32656,2735,"1920, 1950, 1990, 2020",,0,2023-06-27 23:15:09+00:00,2023-06-27 23:16:26+00:00
youtube#comment,3633410,3241,61344,377724,I have to try that,,0,2023-04-08 15:13:48+00:00,2023-04-08 15:13:48+00:00
youtube#comment,3113798,1547,39084,2152116,"You make this look so easy
The blue looks so pretty",,0,2023-04-16 03:49:03+00:00,2023-04-16 03:49:16+00:00
